Year,Donor.Name,variable,value
2014,Norway,Core contributions to multilaterals benefiting RMNCH,211.0582749
2015,Norway,Core contributions to multilaterals benefiting RMNCH,238.5253998
2016,Norway,Core contributions to multilaterals benefiting RMNCH,249.2024236
2017,Norway,Core contributions to multilaterals benefiting RMNCH,262.4788612
2018,Norway,Core contributions to multilaterals benefiting RMNCH,242.2624171
2019,Norway,Core contributions to multilaterals benefiting RMNCH,245.7510492
2020,Norway,Core contributions to multilaterals benefiting RMNCH,270.7126072
2021,Norway,Core contributions to multilaterals benefiting RMNCH,210.7168562
2011,Poland,Core contributions to multilaterals benefiting RMNCH,0
2012,Poland,Core contributions to multilaterals benefiting RMNCH,0
2013,Poland,Core contributions to multilaterals benefiting RMNCH,9.561117463
2014,Poland,Core contributions to multilaterals benefiting RMNCH,10.53371379
2015,Poland,Core contributions to multilaterals benefiting RMNCH,10.26077691
2016,Poland,Core contributions to multilaterals benefiting RMNCH,14.54064911
2017,Poland,Core contributions to multilaterals benefiting RMNCH,15.27471343
2018,Poland,Core contributions to multilaterals benefiting RMNCH,11.45798418
2019,Poland,Core contributions to multilaterals benefiting RMNCH,14.33706579
2020,Poland,Core contributions to multilaterals benefiting RMNCH,14.31452985
2021,Poland,Core contributions to multilaterals benefiting RMNCH,19.66731683
2011,Portugal,Core contributions to multilaterals benefiting RMNCH,6.740247079
2012,Portugal,Core contributions to multilaterals benefiting RMNCH,3.792641845
2013,Portugal,Core contributions to multilaterals benefiting RMNCH,6.218738532
2014,Portugal,Core contributions to multilaterals benefiting RMNCH,4.752418936
2015,Portugal,Core contributions to multilaterals benefiting RMNCH,5.222304247
2016,Portugal,Core contributions to multilaterals benefiting RMNCH,6.754095115
2017,Portugal,Core contributions to multilaterals benefiting RMNCH,7.887197814
2018,Portugal,Core contributions to multilaterals benefiting RMNCH,6.013382656
2019,Portugal,Core contributions to multilaterals benefiting RMNCH,6.979282328
2020,Portugal,Core contributions to multilaterals benefiting RMNCH,6.226651571
2021,Portugal,Core contributions to multilaterals benefiting RMNCH,8.697420794
2011,Qatar,Core contributions to multilaterals benefiting RMNCH,0
2012,Qatar,Core contributions to multilaterals benefiting RMNCH,0
2013,Qatar,Core contributions to multilaterals benefiting RMNCH,0
2014,Qatar,Core contributions to multilaterals benefiting RMNCH,0
2015,Qatar,Core contributions to multilaterals benefiting RMNCH,0
2016,Qatar,Core contributions to multilaterals benefiting RMNCH,0
2017,Qatar,Core contributions to multilaterals benefiting RMNCH,0
2018,Qatar,Core contributions to multilaterals benefiting RMNCH,0
2019,Qatar,Core contributions to multilaterals benefiting RMNCH,1.638449051
2020,Qatar,Core contributions to multilaterals benefiting RMNCH,7.341033105
2021,Qatar,Core contributions to multilaterals benefiting RMNCH,7.807654175
2011,Romania,Core contributions to multilaterals benefiting RMNCH,0
2012,Romania,Core contributions to multilaterals benefiting RMNCH,0
2013,Romania,Core contributions to multilaterals benefiting RMNCH,0
2014,Romania,Core contributions to multilaterals benefiting RMNCH,4.369364858
2015,Romania,Core contributions to multilaterals benefiting RMNCH,3.47284108
2016,Romania,Core contributions to multilaterals benefiting RMNCH,4.754064249
2017,Romania,Core contributions to multilaterals benefiting RMNCH,5.986527628
2018,Romania,Core contributions to multilaterals benefiting RMNCH,3.929958375
2019,Romania,Core contributions to multilaterals benefiting RMNCH,4.989894578
2020,Romania,Core contributions to multilaterals benefiting RMNCH,5.690550711
2021,Romania,Core contributions to multilaterals benefiting RMNCH,7.634297051
2011,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,0
2012,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,0
2013,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,0
2014,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,0
2015,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,2.794940208
2016,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,2.849038291
2017,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,2.951796135
2018,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,0.508328697
2019,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,2.509990244
2020,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,27.1015615
2021,Saudi Arabia,Core contributions to multilaterals benefiting RMNCH,12.17130965
2011,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,0
2012,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,0
2013,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,1.822478168
2014,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,1.975126507
2015,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,2.0487891
2016,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,2.70000534
2017,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,2.85562342
2018,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,2.301993249
2019,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,2.438605577
2020,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,2.417881858
2021,Slovak Republic,Core contributions to multilaterals benefiting RMNCH,3.307527957
2011,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.050885146
2012,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.028655953
2013,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.095447167
2014,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.155094364
2015,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.22982571
2016,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.647856937
2017,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.740282081
2018,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.181393235
2019,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.412179217
2020,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.411457914
2021,Slovenia,Core contributions to multilaterals benefiting RMNCH,1.854000888
2011,Spain,Core contributions to multilaterals benefiting RMNCH,56.57363859
2012,Spain,Core contributions to multilaterals benefiting RMNCH,24.28000358
2013,Spain,Core contributions to multilaterals benefiting RMNCH,35.03598821
2014,Spain,Core contributions to multilaterals benefiting RMNCH,35.37070689
2015,Spain,Core contributions to multilaterals benefiting RMNCH,32.26015216
2016,Spain,Core contributions to multilaterals benefiting RMNCH,59.89952047
2017,Spain,Core contributions to multilaterals benefiting RMNCH,65.65945659
2018,Spain,Core contributions to multilaterals benefiting RMNCH,47.12935634
2019,Spain,Core contributions to multilaterals benefiting RMNCH,49.4044029
2020,Spain,Core contributions to multilaterals benefiting RMNCH,57.74756315
2021,Spain,Core contributions to multilaterals benefiting RMNCH,72.85213214
2011,Sweden,Core contributions to multilaterals benefiting RMNCH,205.2540202
2012,Sweden,Core contributions to multilaterals benefiting RMNCH,140.2717257
2013,Sweden,Core contributions to multilaterals benefiting RMNCH,192.2370633
2014,Sweden,Core contributions to multilaterals benefiting RMNCH,168.489674
2015,Sweden,Core contributions to multilaterals benefiting RMNCH,199.2926973
2016,Sweden,Core contributions to multilaterals benefiting RMNCH,192.0519916
2017,Sweden,Core contributions to multilaterals benefiting RMNCH,199.8816938
2018,Sweden,Core contributions to multilaterals benefiting RMNCH,215.8691442
2019,Sweden,Core contributions to multilaterals benefiting RMNCH,170.9992006
2020,Sweden,Core contributions to multilaterals benefiting RMNCH,185.0232596
2021,Sweden,Core contributions to multilaterals benefiting RMNCH,163.5468928
2011,Switzerland,Core contributions to multilaterals benefiting RMNCH,37.63906109
2012,Switzerland,Core contributions to multilaterals benefiting RMNCH,39.15003265
2013,Switzerland,Core contributions to multilaterals benefiting RMNCH,30.99399436
2014,Switzerland,Core contributions to multilaterals benefiting RMNCH,40.60268749
2015,Switzerland,Core contributions to multilaterals benefiting RMNCH,46.67819962
2016,Switzerland,Core contributions to multilaterals benefiting RMNCH,47.67715396
2017,Switzerland,Core contributions to multilaterals benefiting RMNCH,49.50702128
2018,Switzerland,Core contributions to multilaterals benefiting RMNCH,44.72006377
2019,Switzerland,Core contributions to multilaterals benefiting RMNCH,39.96078182
2020,Switzerland,Core contributions to multilaterals benefiting RMNCH,52.3494768
2021,Switzerland,Core contributions to multilaterals benefiting RMNCH,45.38444218
2011,Thailand,Core contributions to multilaterals benefiting RMNCH,0
2012,Thailand,Core contributions to multilaterals benefiting RMNCH,0
2013,Thailand,Core contributions to multilaterals benefiting RMNCH,0
2014,Thailand,Core contributions to multilaterals benefiting RMNCH,0
2015,Thailand,Core contributions to multilaterals benefiting RMNCH,0.507475927
2016,Thailand,Core contributions to multilaterals benefiting RMNCH,1.316271274
2017,Thailand,Core contributions to multilaterals benefiting RMNCH,0.652643914
2018,Thailand,Core contributions to multilaterals benefiting RMNCH,0.794648793
2019,Thailand,Core contributions to multilaterals benefiting RMNCH,0.710831224
2020,Thailand,Core contributions to multilaterals benefiting RMNCH,0.587962401
2021,Thailand,Core contributions to multilaterals benefiting RMNCH,1.141243443
2011,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2012,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2013,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2014,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2015,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2016,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2017,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2018,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2019,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2020,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2021,Timor-Leste,Core contributions to multilaterals benefiting RMNCH,0
2011,Türkiye,Core contributions to multilaterals benefiting RMNCH,0
2012,Türkiye,Core contributions to multilaterals benefiting RMNCH,0
2013,Türkiye,Core contributions to multilaterals benefiting RMNCH,0
2014,Türkiye,Core contributions to multilaterals benefiting RMNCH,0
2015,Türkiye,Core contributions to multilaterals benefiting RMNCH,2.719753742
2016,Türkiye,Core contributions to multilaterals benefiting RMNCH,1.159971238
2017,Türkiye,Core contributions to multilaterals benefiting RMNCH,2.571140055
2018,Türkiye,Core contributions to multilaterals benefiting RMNCH,1.509607265
2019,Türkiye,Core contributions to multilaterals benefiting RMNCH,5.583311561
2020,Türkiye,Core contributions to multilaterals benefiting RMNCH,2.203208642
2021,Türkiye,Core contributions to multilaterals benefiting RMNCH,0.798488472
2011,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,12.59506347
2012,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,0.164818262
2013,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,9.646573884
2014,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,0.414964899
2015,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,0.209283323
2016,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,0.244647417
2017,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,0.580012748
2018,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,0.3265311
2019,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,2.968266013
2020,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,0.483331141
2021,United Arab Emirates,Core contributions to multilaterals benefiting RMNCH,13.99985356
2011,United Kingdom,Core contributions to multilaterals benefiting RMNCH,389.0432747
2012,United Kingdom,Core contributions to multilaterals benefiting RMNCH,445.2955002
2013,United Kingdom,Core contributions to multilaterals benefiting RMNCH,951.4281232
2014,United Kingdom,Core contributions to multilaterals benefiting RMNCH,793.1761637
2015,United Kingdom,Core contributions to multilaterals benefiting RMNCH,657.5397643
2016,United Kingdom,Core contributions to multilaterals benefiting RMNCH,613.6868385
2017,United Kingdom,Core contributions to multilaterals benefiting RMNCH,736.4029493
2018,United Kingdom,Core contributions to multilaterals benefiting RMNCH,759.405794
2019,United Kingdom,Core contributions to multilaterals benefiting RMNCH,673.0394342
2020,United Kingdom,Core contributions to multilaterals benefiting RMNCH,712.6427012
2021,United Kingdom,Core contributions to multilaterals benefiting RMNCH,662.1504836
2011,United States,Core contributions to multilaterals benefiting RMNCH,758.2506719
2012,United States,Core contributions to multilaterals benefiting RMNCH,934.4240169
2013,United States,Core contributions to multilaterals benefiting RMNCH,905.6204376
2014,United States,Core contributions to multilaterals benefiting RMNCH,1132.647162
2015,United States,Core contributions to multilaterals benefiting RMNCH,637.660772
2016,United States,Core contributions to multilaterals benefiting RMNCH,1250.746861
2017,United States,Core contributions to multilaterals benefiting RMNCH,901.2398495
2018,United States,Core contributions to multilaterals benefiting RMNCH,856.8045786
2019,United States,Core contributions to multilaterals benefiting RMNCH,840.5616121
2020,United States,Core contributions to multilaterals benefiting RMNCH,1335.496074
2021,United States,Core contributions to multilaterals benefiting RMNCH,1343.640804
2011,Adaptation Fund,Child health,0.021688469
2012,Adaptation Fund,Child health,0.020928446
2014,Adaptation Fund,Child health,0.015425938
2015,Adaptation Fund,Child health,0.055316162
2016,Adaptation Fund,Child health,0.029638048
2017,Adaptation Fund,Child health,0.195692607
2018,Adaptation Fund,Child health,0.162917497
2019,Adaptation Fund,Child health,0.063009116
2020,Adaptation Fund,Child health,0.24585299
2021,Adaptation Fund,Child health,0
2011,African Development Bank,Child health,0.175220142
2012,African Development Bank,Child health,0.050985222
2013,African Development Bank,Child health,0.173882676
2014,African Development Bank,Child health,0.151016202
2015,African Development Bank,Child health,0.088695546
2016,African Development Bank,Child health,0.060210448
2017,African Development Bank,Child health,0.06540764
2018,African Development Bank,Child health,0.052760696
2019,African Development Bank,Child health,0.02820664
2020,African Development Bank,Child health,0.011858922
2021,African Development Bank,Child health,0.029171418
2011,African Development Fund,Child health,28.43948662
2012,African Development Fund,Child health,21.61617236
2013,African Development Fund,Child health,16.56572965
2014,African Development Fund,Child health,46.05411609
2015,African Development Fund,Child health,58.11105786
2016,African Development Fund,Child health,14.58553304
2017,African Development Fund,Child health,5.782531801
2018,African Development Fund,Child health,6.988888877
2019,African Development Fund,Child health,4.92956476
2020,African Development Fund,Child health,26.30342346
2021,African Development Fund,Child health,12.41591309
2011,Arab Bank for Economic Development in Africa,Child health,2.885379736
2012,Arab Bank for Economic Development in Africa,Child health,2.167577574
2013,Arab Bank for Economic Development in Africa,Child health,2.533871151
2014,Arab Bank for Economic Development in Africa,Child health,2.426083284
2015,Arab Bank for Economic Development in Africa,Child health,4.05073291
2019,Arab Bank for Economic Development in Africa,Child health,0
2020,Arab Bank for Economic Development in Africa,Child health,0
2011,Arab Fund (AFESD),Child health,0.883778061
2012,Arab Fund (AFESD),Child health,1.092626016
2013,Arab Fund (AFESD),Child health,0.439301805
2014,Arab Fund (AFESD),Child health,1.52022682
2015,Arab Fund (AFESD),Child health,0.881111167
2016,Arab Fund (AFESD),Child health,1.322425349
2017,Arab Fund (AFESD),Child health,1.07444048
2018,Arab Fund (AFESD),Child health,1.784709527
2019,Arab Fund (AFESD),Child health,1.256314438
2020,Arab Fund (AFESD),Child health,0.619670878
2021,Arab Fund (AFESD),Child health,0.420557
2011,Asian Development Bank,Child health,30.86802482
2012,Asian Development Bank,Child health,28.69240015
2013,Asian Development Bank,Child health,41.21854604
2014,Asian Development Bank,Child health,44.82096482
2015,Asian Development Bank,Child health,46.08594594
2016,Asian Development Bank,Child health,42.9895269
2017,Asian Development Bank,Child health,38.62618717
2018,Asian Development Bank,Child health,56.28245057
2019,Asian Development Bank,Child health,54.57933607
2020,Asian Development Bank,Child health,130.9010612
2021,Asian Development Bank,Child health,69.33980631
2017,Asian Infrastructure Investment Bank,Child health,0
2018,Asian Infrastructure Investment Bank,Child health,0
2019,Asian Infrastructure Investment Bank,Child health,0
2020,Asian Infrastructure Investment Bank,Child health,0
2021,Asian Infrastructure Investment Bank,Child health,0
2011,Australia,Child health,109.286197
2012,Australia,Child health,111.4818701
2013,Australia,Child health,90.96070295
2014,Australia,Child health,82.32068053
2015,Australia,Child health,80.61359738
2016,Australia,Child health,57.69471352
2017,Australia,Child health,56.65651829
2018,Australia,Child health,92.55082011
2019,Australia,Child health,69.59699925
2020,Australia,Child health,67.74364682
2021,Australia,Child health,104.6536758
2011,Austria,Child health,4.910264383
2012,Austria,Child health,3.496368364
2013,Austria,Child health,2.861700326
2014,Austria,Child health,5.131428553
2015,Austria,Child health,2.562023291
2016,Austria,Child health,5.329946688
2017,Austria,Child health,4.232997325
2018,Austria,Child health,3.212923655
2019,Austria,Child health,3.360411912
2020,Austria,Child health,3.82865583
2021,Austria,Child health,7.121820957
2014,Azerbaijan,Child health,0.445670172
2015,Azerbaijan,Child health,0.065301938
2016,Azerbaijan,Child health,0.059577813
2017,Azerbaijan,Child health,0.043483163
2018,Azerbaijan,Child health,0.038141808
2019,Azerbaijan,Child health,0.072862542
2020,Azerbaijan,Child health,0.049390814
2011,Belgium,Child health,48.36907322
2012,Belgium,Child health,44.0070077
2013,Belgium,Child health,42.28092104
2014,Belgium,Child health,44.7827115
2015,Belgium,Child health,41.04335558
2016,Belgium,Child health,43.35044897
2017,Belgium,Child health,39.48384551
2018,Belgium,Child health,38.38602031
2019,Belgium,Child health,39.15899713
2020,Belgium,Child health,36.98227707
2021,Belgium,Child health,33.67764154
2017,Bulgaria,Child health,0.11083881
2019,Bulgaria,Child health,0.104686432
2020,Bulgaria,Child health,0.178123566
2021,Bulgaria,Child health,0.23794
2011,Canada,Child health,207.0406142
2012,Canada,Child health,232.9037475
2013,Canada,Child health,255.6563527
2014,Canada,Child health,220.6583144
2015,Canada,Child health,191.0418944
2016,Canada,Child health,187.9041798
2017,Canada,Child health,205.8487214
2018,Canada,Child health,197.3700565
2019,Canada,Child health,159.4372031
2020,Canada,Child health,142.1416231
2021,Canada,Child health,181.2250225
2015,Caribbean Development Bank,Child health,0
2016,Caribbean Development Bank,Child health,0
2017,Caribbean Development Bank,Child health,0
2018,Caribbean Development Bank,Child health,0
2019,Caribbean Development Bank,Child health,0
2020,Caribbean Development Bank,Child health,0
2021,Caribbean Development Bank,Child health,0
2020,Central American Bank for Economic Integration,Child health,0
2021,Central American Bank for Economic Integration,Child health,6.124997288
2017,Central Emergency Response Fund,Child health,12.84585335
2018,Central Emergency Response Fund,Child health,14.67674226
2019,Central Emergency Response Fund,Child health,16.0669535
2020,Central Emergency Response Fund,Child health,23.77240503
2021,Central Emergency Response Fund,Child health,15.05047609
2012,Climate Investment Funds,Child health,0
2013,Climate Investment Funds,Child health,0
2014,Climate Investment Funds,Child health,0.0191103
2015,Climate Investment Funds,Child health,0.0208089
2016,Climate Investment Funds,Child health,0
2017,Climate Investment Funds,Child health,0.173236195
2018,Climate Investment Funds,Child health,0
2019,Climate Investment Funds,Child health,0.01343865
2020,Climate Investment Funds,Child health,0
2021,Climate Investment Funds,Child health,0
2011,Council of Europe Development Bank,Child health,2.059509986
2012,Council of Europe Development Bank,Child health,2.644132869
2013,Council of Europe Development Bank,Child health,3.536196576
2014,Council of Europe Development Bank,Child health,3.073955498
2015,Council of Europe Development Bank,Child health,1.036582805
2016,Council of Europe Development Bank,Child health,2.16594666
2017,Council of Europe Development Bank,Child health,1.019728648
2018,Council of Europe Development Bank,Child health,0.065454846
2019,Council of Europe Development Bank,Child health,1.16817778
2020,Council of Europe Development Bank,Child health,0.788945918
2021,Council of Europe Development Bank,Child health,1.940848506
2017,Croatia,Child health,2.328535795
2018,Croatia,Child health,2.358130588
2019,Croatia,Child health,2.330210855
2020,Croatia,Child health,0.639180682
2021,Croatia,Child health,0.103317727
2018,Cyprus,Child health,0.10350501
2019,Cyprus,Child health,0.05603404
2020,Cyprus,Child health,0.0800785
2021,Cyprus,Child health,0.682176168
2011,Czech Republic,Child health,1.012887753
2012,Czech Republic,Child health,0.891122084
2013,Czech Republic,Child health,1.001511539
2014,Czech Republic,Child health,1.545747399
2015,Czech Republic,Child health,1.426949338
2016,Czech Republic,Child health,1.496381857
2017,Czech Republic,Child health,2.049565145
2018,Czech Republic,Child health,0.939642314
2019,Czech Republic,Child health,1.727322447
2020,Czech Republic,Child health,1.2984712
2021,Czech Republic,Child health,2.595938002
2011,Denmark,Child health,41.52973151
2012,Denmark,Child health,37.62091627
2013,Denmark,Child health,37.26508939
2014,Denmark,Child health,44.7735196
2015,Denmark,Child health,37.51301158
2016,Denmark,Child health,33.96245788
2017,Denmark,Child health,42.21899532
2018,Denmark,Child health,37.73847753
2019,Denmark,Child health,39.67392488
2020,Denmark,Child health,33.51094812
2021,Denmark,Child health,28.23002534
2017,Development Bank of Latin America,Child health,0
2021,Development Bank of Latin America,Child health,0
2013,Estonia,Child health,0.167691186
2014,Estonia,Child health,0.183954883
2015,Estonia,Child health,0.216912696
2016,Estonia,Child health,0.232187879
2017,Estonia,Child health,0.220232638
2018,Estonia,Child health,0.233487106
2019,Estonia,Child health,0.236554358
2020,Estonia,Child health,0.246538918
2021,Estonia,Child health,0.218263609
2011,EU Institutions,Child health,236.6243132
2012,EU Institutions,Child health,232.3519971
2013,EU Institutions,Child health,276.924727
2014,EU Institutions,Child health,318.3383834
2015,EU Institutions,Child health,292.2943071
2016,EU Institutions,Child health,366.1757122
2017,EU Institutions,Child health,370.4457006
2018,EU Institutions,Child health,264.3373522
2019,EU Institutions,Child health,314.7392452
2020,EU Institutions,Child health,325.411117
2021,EU Institutions,Child health,453.5049194
2020,Eurasian Fund for Stabilization and Development,Child health,0.538642612
2021,Eurasian Fund for Stabilization and Development,Child health,0.8708793
2011,Finland,Child health,13.7058705
2012,Finland,Child health,14.12855911
2013,Finland,Child health,11.28699326
2014,Finland,Child health,20.62260144
2015,Finland,Child health,11.16459543
2016,Finland,Child health,9.785504455
2017,Finland,Child health,10.31571049
2018,Finland,Child health,8.269576873
2019,Finland,Child health,9.305455819
2020,Finland,Child health,13.85315116
2021,Finland,Child health,14.88158779
2013,Food and Agriculture Organisation,Child health,14.56305092
2017,Food and Agriculture Organisation,Child health,35.65948081
2018,Food and Agriculture Organisation,Child health,10.54743289
2019,Food and Agriculture Organisation,Child health,13.26952461
2020,Food and Agriculture Organisation,Child health,11.0833493
2021,Food and Agriculture Organisation,Child health,11.10706684
2011,France,Child health,52.2614152
2012,France,Child health,50.73516646
2013,France,Child health,70.68484892
2014,France,Child health,136.9422534
2015,France,Child health,54.13536103
2016,France,Child health,108.4170156
2017,France,Child health,58.82377669
2018,France,Child health,70.02200761
2019,France,Child health,112.2274738
2020,France,Child health,153.1825307
2021,France,Child health,112.3554199
2011,Germany,Child health,105.9231894
2012,Germany,Child health,130.6147409
2013,Germany,Child health,176.8328556
2014,Germany,Child health,190.6457273
2015,Germany,Child health,224.9884841
2016,Germany,Child health,266.7453428
2017,Germany,Child health,321.9826728
2018,Germany,Child health,329.3036327
2019,Germany,Child health,327.0844944
2020,Germany,Child health,473.7843837
2021,Germany,Child health,476.6689618
2011,Global Alliance for Vaccines and Immunization,Child health,735.48498
2012,Global Alliance for Vaccines and Immunization,Child health,981.9759393
2013,Global Alliance for Vaccines and Immunization,Child health,1406.438549
2014,Global Alliance for Vaccines and Immunization,Child health,1285.091021
2015,Global Alliance for Vaccines and Immunization,Child health,1740.647748
2016,Global Alliance for Vaccines and Immunization,Child health,1359.759455
2017,Global Alliance for Vaccines and Immunization,Child health,1674.172616
2018,Global Alliance for Vaccines and Immunization,Child health,1496.452258
2019,Global Alliance for Vaccines and Immunization,Child health,2027.858361
2020,Global Alliance for Vaccines and Immunization,Child health,1886.342606
2021,Global Alliance for Vaccines and Immunization,Child health,1449.853845
2011,Global Environment Facility,Child health,0
2012,Global Environment Facility,Child health,0
2013,Global Environment Facility,Child health,0.085069069
2014,Global Environment Facility,Child health,0.080582815
2015,Global Environment Facility,Child health,0.089506896
2016,Global Environment Facility,Child health,0.090098114
2017,Global Environment Facility,Child health,0.468079558
2018,Global Environment Facility,Child health,0.693373932
2019,Global Environment Facility,Child health,0.247100406
2020,Global Environment Facility,Child health,0.324812844
2021,Global Environment Facility,Child health,1.228428753
2011,Global Fund,Child health,229.6135451
2012,Global Fund,Child health,389.0831478
2013,Global Fund,Child health,438.2435188
2014,Global Fund,Child health,322.4902271
2015,Global Fund,Child health,539.5924459
2016,Global Fund,Child health,635.3198373
2017,Global Fund,Child health,778.1886167
2018,Global Fund,Child health,667.4753532
2019,Global Fund,Child health,774.5942229
2020,Global Fund,Child health,563.1194946
2021,Global Fund,Child health,606.7392559
2013,Global Green Growth Institute,Child health,0
2014,Global Green Growth Institute,Child health,0
2017,Global Green Growth Institute,Child health,0
2018,Global Green Growth Institute,Child health,0
2019,Global Green Growth Institute,Child health,0
2020,Global Green Growth Institute,Child health,0
2021,Global Green Growth Institute,Child health,0
2011,Greece,Child health,0.583640708
2012,Greece,Child health,0.49370053
2013,Greece,Child health,0.098306961
2014,Greece,Child health,0.109007513
2015,Greece,Child health,0.057648073
2016,Greece,Child health,0.318675224
2017,Greece,Child health,0.486131194
2018,Greece,Child health,0.230559189
2019,Greece,Child health,0.156857606
2020,Greece,Child health,0.156274707
2021,Greece,Child health,0.151896637
2015,Green Climate Fund,Child health,0
2016,Green Climate Fund,Child health,0
2017,Green Climate Fund,Child health,0.141221828
2018,Green Climate Fund,Child health,0.330652278
2019,Green Climate Fund,Child health,0
2020,Green Climate Fund,Child health,0.64292505
2021,Green Climate Fund,Child health,0.0552936
2014,Hungary,Child health,0.295140656
2015,Hungary,Child health,0.995050922
2016,Hungary,Child health,0.090479139
2017,Hungary,Child health,0.158901267
2018,Hungary,Child health,1.549117358
2019,Hungary,Child health,3.592770964
2020,Hungary,Child health,3.474423649
2021,Hungary,Child health,3.950244114
2011,Iceland,Child health,0.675748876
2012,Iceland,Child health,0.94956616
2013,Iceland,Child health,1.492381873
2014,Iceland,Child health,1.259443372
2015,Iceland,Child health,1.12557277
2016,Iceland,Child health,1.263975249
2017,Iceland,Child health,0.523514294
2018,Iceland,Child health,1.271924857
2019,Iceland,Child health,2.131433635
2020,Iceland,Child health,1.974650747
2021,Iceland,Child health,2.078833551
2011,IFAD,Child health,0
2012,IFAD,Child health,0
2013,IFAD,Child health,0
2014,IFAD,Child health,0
2015,IFAD,Child health,0
2016,IFAD,Child health,0
2017,IFAD,Child health,0
2018,IFAD,Child health,0
2019,IFAD,Child health,0
2020,IFAD,Child health,0
2021,IFAD,Child health,0
2011,IMF (Concessional Trust Funds),Child health,14.21350854
2012,IMF (Concessional Trust Funds),Child health,12.58098684
2013,IMF (Concessional Trust Funds),Child health,9.050129175
2014,IMF (Concessional Trust Funds),Child health,6.621937706
2015,IMF (Concessional Trust Funds),Child health,13.34800774
2016,IMF (Concessional Trust Funds),Child health,11.81553595
2017,IMF (Concessional Trust Funds),Child health,12.13387099
2018,IMF (Concessional Trust Funds),Child health,10.97550389
2019,IMF (Concessional Trust Funds),Child health,11.2781961
2020,IMF (Concessional Trust Funds),Child health,83.99645708
2021,IMF (Concessional Trust Funds),Child health,41.00814379
2011,Inter-American Development Bank,Child health,20.75439915
2012,Inter-American Development Bank,Child health,7.60395909
2013,Inter-American Development Bank,Child health,9.843863625
2014,Inter-American Development Bank,Child health,18.81884414
2015,Inter-American Development Bank,Child health,25.76299353
2016,Inter-American Development Bank,Child health,24.69582886
2017,Inter-American Development Bank,Child health,38.99010594
2018,Inter-American Development Bank,Child health,18.93891289
2019,Inter-American Development Bank,Child health,29.74661158
2020,Inter-American Development Bank,Child health,20.71959419
2021,Inter-American Development Bank,Child health,27.29637893
2011,International Development Association,Child health,298.4003104
2012,International Development Association,Child health,261.6543853
2013,International Development Association,Child health,331.606548
2014,International Development Association,Child health,319.1662126
2015,International Development Association,Child health,424.9656743
2016,International Development Association,Child health,403.5710358
2017,International Development Association,Child health,549.3537012
2018,International Development Association,Child health,513.6135586
2019,International Development Association,Child health,575.7327246
2020,International Development Association,Child health,798.9604489
